COD_IBGE,MUNICIPIO,FAIXA_IDADE,POPULACAO,NM_MESORREGIÃO
3532868,Nova Castilho,de 20 a 24 anos,90,São José do Rio Preto
3532900,Nova Europa,de 15 a 19 anos,759,Araraquara
3532900,Nova Europa,de 20 a 24 anos,851,Araraquara
3533007,Nova Granada,de 15 a 19 anos,1260,São José do Rio Preto
3533007,Nova Granada,de 20 a 24 anos,1576,São José do Rio Preto
3533106,Nova Guataporanga,de 15 a 19 anos,133,Presidente Prudente
3533106,Nova Guataporanga,de 20 a 24 anos,179,Presidente Prudente
3533205,Nova Independência,de 15 a 19 anos,271,Araçatuba
3533205,Nova Independência,de 20 a 24 anos,306,Araçatuba
3533254,Novais,de 15 a 19 anos,394,São José do Rio Preto
3533254,Novais,de 20 a 24 anos,411,São José do Rio Preto
3533304,Nova Lusitânia,de 15 a 19 anos,271,São José do Rio Preto
3533304,Nova Lusitânia,de 20 a 24 anos,302,São José do Rio Preto
3533403,Nova Odessa,de 15 a 19 anos,3573,Campinas
3533403,Nova Odessa,de 20 a 24 anos,4349,Campinas
3533502,Novo Horizonte,de 15 a 19 anos,2473,São José do Rio Preto
3533502,Novo Horizonte,de 20 a 24 anos,2770,São José do Rio Preto
3533601,Nuporanga,de 15 a 19 anos,447,Ribeirão Preto
3533601,Nuporanga,de 20 a 24 anos,534,Ribeirão Preto
3533700,Ocauçu,de 15 a 19 anos,277,Marília
3533700,Ocauçu,de 20 a 24 anos,303,Marília
3533809,Óleo,de 15 a 19 anos,172,Assis
3533809,Óleo,de 20 a 24 anos,196,Assis
3533908,Olímpia,de 15 a 19 anos,3227,São José do Rio Preto
3533908,Olímpia,de 20 a 24 anos,3508,São José do Rio Preto
3534005,Onda Verde,de 15 a 19 anos,294,São José do Rio Preto
3534005,Onda Verde,de 20 a 24 anos,341,São José do Rio Preto
3534104,Oriente,de 15 a 19 anos,377,Marília
3534104,Oriente,de 20 a 24 anos,443,Marília
3534203,Orindiúva,de 15 a 19 anos,477,São José do Rio Preto
3534203,Orindiúva,de 20 a 24 anos,550,São José do Rio Preto
3534302,Orlândia,de 15 a 19 anos,2660,Ribeirão Preto
3534302,Orlândia,de 20 a 24 anos,3037,Ribeirão Preto
3534401,Osasco,de 15 a 19 anos,44650,Metropolitana de São Paulo
3534401,Osasco,de 20 a 24 anos,52805,Metropolitana de São Paulo
3534500,Oscar Bressane,de 15 a 19 anos,134,Marília
3534500,Oscar Bressane,de 20 a 24 anos,149,Marília
3534609,Osvaldo Cruz,de 15 a 19 anos,1790,Presidente Prudente
3534609,Osvaldo Cruz,de 20 a 24 anos,2705,Presidente Prudente
3534708,Ourinhos,de 15 a 19 anos,7043,Assis
3534708,Ourinhos,de 20 a 24 anos,8080,Assis
3534757,Ouroeste,de 15 a 19 anos,594,São José do Rio Preto
3534757,Ouroeste,de 20 a 24 anos,746,São José do Rio Preto
3534807,Ouro Verde,de 15 a 19 anos,579,Presidente Prudente
3534807,Ouro Verde,de 20 a 24 anos,631,Presidente Prudente
3534906,Pacaembu,de 15 a 19 anos,615,Presidente Prudente
3534906,Pacaembu,de 20 a 24 anos,1208,Presidente Prudente
3535002,Palestina,de 15 a 19 anos,669,São José do Rio Preto
3535002,Palestina,de 20 a 24 anos,826,São José do Rio Preto
3535101,Palmares Paulista,de 15 a 19 anos,878,São José do Rio Preto
3535101,Palmares Paulista,de 20 a 24 anos,1020,São José do Rio Preto
3535200,Palmeira d'Oeste,de 15 a 19 anos,530,São José do Rio Preto
3535200,Palmeira d'Oeste,de 20 a 24 anos,633,São José do Rio Preto
3535309,Palmital,de 15 a 19 anos,1254,Assis
3535309,Palmital,de 20 a 24 anos,1530,Assis
3535408,Panorama,de 15 a 19 anos,1106,Presidente Prudente
3535408,Panorama,de 20 a 24 anos,1211,Presidente Prudente
3535507,Paraguaçu Paulista,de 15 a 19 anos,2832,Assis
3535507,Paraguaçu Paulista,de 20 a 24 anos,3371,Assis
3535606,Paraibuna,de 15 a 19 anos,1201,Vale do Paraíba Paulista
3535606,Paraibuna,de 20 a 24 anos,1448,Vale do Paraíba Paulista
3535705,Paraíso,de 15 a 19 anos,370,São José do Rio Preto
3535705,Paraíso,de 20 a 24 anos,454,São José do Rio Preto
3535804,Paranapanema,de 15 a 19 anos,1449,Bauru
3535804,Paranapanema,de 20 a 24 anos,1811,Bauru
3535903,Paranapuã,de 15 a 19 anos,254,São José do Rio Preto
3535903,Paranapuã,de 20 a 24 anos,302,São José do Rio Preto
3536000,Parapuã,de 15 a 19 anos,644,Presidente Prudente
3536000,Parapuã,de 20 a 24 anos,728,Presidente Prudente
3536109,Pardinho,de 15 a 19 anos,468,Bauru
3536109,Pardinho,de 20 a 24 anos,547,Bauru
3536208,Pariquera-Açu,de 15 a 19 anos,1360,Litoral Sul Paulista
3536208,Pariquera-Açu,de 20 a 24 anos,1649,Litoral Sul Paulista
3536257,Parisi,de 15 a 19 anos,116,São José do Rio Preto
3536257,Parisi,de 20 a 24 anos,130,São José do Rio Preto
3536307,Patrocínio Paulista,de 15 a 19 anos,995,Ribeirão Preto
3536307,Patrocínio Paulista,de 20 a 24 anos,1108,Ribeirão Preto
3536406,Paulicéia,de 15 a 19 anos,512,Presidente Prudente
3536406,Paulicéia,de 20 a 24 anos,602,Presidente Prudente
3536505,Paulínia,de 15 a 19 anos,7095,Campinas
3536505,Paulínia,de 20 a 24 anos,8150,Campinas
3536570,Paulistânia,de 15 a 19 anos,124,Bauru
3536570,Paulistânia,de 20 a 24 anos,156,Bauru
3536604,Paulo de Faria,de 15 a 19 anos,570,São José do Rio Preto
3536604,Paulo de Faria,de 20 a 24 anos,642,São José do Rio Preto
3536703,Pederneiras,de 15 a 19 anos,3071,Bauru
3536703,Pederneiras,de 20 a 24 anos,3755,Bauru
3536802,Pedra Bela,de 15 a 19 anos,360,Campinas
3536802,Pedra Bela,de 20 a 24 anos,461,Campinas
3536901,Pedranópolis,de 15 a 19 anos,152,São José do Rio Preto
3536901,Pedranópolis,de 20 a 24 anos,163,São José do Rio Preto
3537008,Pedregulho,de 15 a 19 anos,1108,Ribeirão Preto
3537008,Pedregulho,de 20 a 24 anos,1223,Ribeirão Preto
3537107,Pedreira,de 15 a 19 anos,2819,Campinas
3537107,Pedreira,de 20 a 24 anos,3380,Campinas
3537156,Pedrinhas Paulista,de 15 a 19 anos,179,Assis
3537156,Pedrinhas Paulista,de 20 a 24 anos,231,Assis
3537206,Pedro de Toledo,de 15 a 19 anos,892,Litoral Sul Paulista
3537206,Pedro de Toledo,de 20 a 24 anos,1028,Litoral Sul Paulista
3537305,Penápolis,de 15 a 19 anos,3656,Araçatuba
3537305,Penápolis,de 20 a 24 anos,4231,Araçatuba
3537404,Pereira Barreto,de 15 a 19 anos,1544,Araçatuba
3537404,Pereira Barreto,de 20 a 24 anos,1797,Araçatuba
3537503,Pereiras,de 15 a 19 anos,573,Itapetininga
3537503,Pereiras,de 20 a 24 anos,672,Itapetininga
3537602,Peruíbe,de 15 a 19 anos,4702,Litoral Sul Paulista
3537602,Peruíbe,de 20 a 24 anos,5549,Litoral Sul Paulista
3537701,Piacatu,de 15 a 19 anos,353,Araçatuba
3537701,Piacatu,de 20 a 24 anos,443,Araçatuba
3537800,Piedade,de 15 a 19 anos,3540,Macro Metropolitana Paulista
3537800,Piedade,de 20 a 24 anos,4363,Macro Metropolitana Paulista
3537909,Pilar do Sul,de 15 a 19 anos,2014,Macro Metropolitana Paulista
3537909,Pilar do Sul,de 20 a 24 anos,2289,Macro Metropolitana Paulista
3538006,Pindamonhangaba,de 15 a 19 anos,11057,Vale do Paraíba Paulista
3538006,Pindamonhangaba,de 20 a 24 anos,13163,Vale do Paraíba Paulista
3538105,Pindorama,de 15 a 19 anos,950,São José do Rio Preto
3538105,Pindorama,de 20 a 24 anos,1142,São José do Rio Preto
3538204,Pinhalzinho,de 15 a 19 anos,957,Campinas
3538204,Pinhalzinho,de 20 a 24 anos,1192,Campinas
3538303,Piquerobi,de 15 a 19 anos,219,Presidente Prudente
3538303,Piquerobi,de 20 a 24 anos,246,Presidente Prudente
3538501,Piquete,de 15 a 19 anos,866,Vale do Paraíba Paulista
3538501,Piquete,de 20 a 24 anos,939,Vale do Paraíba Paulista
3538600,Piracaia,de 15 a 19 anos,1633,Macro Metropolitana Paulista
3538600,Piracaia,de 20 a 24 anos,2077,Macro Metropolitana Paulista
3538709,Piracicaba,de 15 a 19 anos,24013,Piracicaba
3538709,Piracicaba,de 20 a 24 anos,27983,Piracicaba
3538808,Piraju,de 15 a 19 anos,1874,Assis
3538808,Piraju,de 20 a 24 anos,2161,Assis
3538907,Pirajuí,de 15 a 19 anos,1350,Bauru
3538907,Pirajuí,de 20 a 24 anos,2321,Bauru
3539004,Pirangi,de 15 a 19 anos,594,Ribeirão Preto
3539004,Pirangi,de 20 a 24 anos,730,Ribeirão Preto
3539103,Pirapora do Bom Jesus,de 15 a 19 anos,1583,Metropolitana de São Paulo
3539103,Pirapora do Bom Jesus,de 20 a 24 anos,1945,Metropolitana de São Paulo
3539202,Pirapozinho,de 15 a 19 anos,1683,Presidente Prudente
3539202,Pirapozinho,de 20 a 24 anos,2117,Presidente Prudente
3539301,Pirassununga,de 15 a 19 anos,4463,Campinas
3539301,Pirassununga,de 20 a 24 anos,5272,Campinas
3539400,Piratininga,de 15 a 19 anos,847,Bauru
3539400,Piratininga,de 20 a 24 anos,1055,Bauru
3539509,Pitangueiras,de 15 a 19 anos,2849,Ribeirão Preto
3539509,Pitangueiras,de 20 a 24 anos,3143,Ribeirão Preto
3539608,Planalto,de 15 a 19 anos,359,São José do Rio Preto
3539608,Planalto,de 20 a 24 anos,378,São José do Rio Preto
3539707,Platina,de 15 a 19 anos,249,Assis
3539707,Platina,de 20 a 24 anos,294,Assis
3539806,Poá,de 15 a 19 anos,7875,Metropolitana de São Paulo
3539806,Poá,de 20 a 24 anos,9255,Metropolitana de São Paulo
3539905,Poloni,de 15 a 19 anos,318,São José do Rio Preto
3539905,Poloni,de 20 a 24 anos,341,São José do Rio Preto
3540002,Pompéia,de 15 a 19 anos,1307,Marília
3540002,Pompéia,de 20 a 24 anos,1611,Marília
3540101,Pongaí,de 15 a 19 anos,176,Bauru
3540101,Pongaí,de 20 a 24 anos,214,Bauru
3540200,Pontal,de 15 a 19 anos,3525,Ribeirão Preto
3540200,Pontal,de 20 a 24 anos,4081,Ribeirão Preto
3540259,Pontalinda,de 15 a 19 anos,292,São José do Rio Preto
3540259,Pontalinda,de 20 a 24 anos,324,São José do Rio Preto
3540309,Pontes Gestal,de 15 a 19 anos,153,São José do Rio Preto
3540309,Pontes Gestal,de 20 a 24 anos,183,São José do Rio Preto
3540408,Populina,de 15 a 19 anos,225,São José do Rio Preto
3540408,Populina,de 20 a 24 anos,267,São José do Rio Preto
3540507,Porangaba,de 15 a 19 anos,622,Itapetininga
3540507,Porangaba,de 20 a 24 anos,756,Itapetininga
3540606,Porto Feliz,de 15 a 19 anos,3344,Macro Metropolitana Paulista
3540606,Porto Feliz,de 20 a 24 anos,3965,Macro Metropolitana Paulista
3540705,Porto Ferreira,de 15 a 19 anos,3457,Campinas
3540705,Porto Ferreira,de 20 a 24 anos,3771,Campinas
3540754,Potim,de 15 a 19 anos,1465,Vale do Paraíba Paulista
3540754,Potim,de 20 a 24 anos,2261,Vale do Paraíba Paulista
3540804,Potirendaba,de 15 a 19 anos,956,São José do Rio Preto
3540804,Potirendaba,de 20 a 24 anos,1047,São José do Rio Preto
3540853,Pracinha,de 15 a 19 anos,199,Presidente Prudente
3540853,Pracinha,de 20 a 24 anos,637,Presidente Prudente
3540903,Pradópolis,de 15 a 19 anos,1385,Ribeirão Preto
3540903,Pradópolis,de 20 a 24 anos,1574,Ribeirão Preto
3541000,Praia Grande,de 15 a 19 anos,22624,Metropolitana de São Paulo
3541000,Praia Grande,de 20 a 24 anos,26796,Metropolitana de São Paulo
3541059,Pratânia,de 15 a 19 anos,386,Bauru
3541059,Pratânia,de 20 a 24 anos,459,Bauru
3541109,Presidente Alves,de 15 a 19 anos,234,Bauru
3541109,Presidente Alves,de 20 a 24 anos,285,Bauru
3541208,Presidente Bernardes,de 15 a 19 anos,755,Presidente Prudente
3541208,Presidente Bernardes,de 20 a 24 anos,918,Presidente Prudente
3541307,Presidente Epitácio,de 15 a 19 anos,2882,Presidente Prudente
3541307,Presidente Epitácio,de 20 a 24 anos,3224,Presidente Prudente
3541406,Presidente Prudente,de 15 a 19 anos,13247,Presidente Prudente
3541406,Presidente Prudente,de 20 a 24 anos,15586,Presidente Prudente
3541505,Presidente Venceslau,de 15 a 19 anos,2115,Presidente Prudente
3541505,Presidente Venceslau,de 20 a 24 anos,2696,Presidente Prudente
3541604,Promissão,de 15 a 19 anos,2644,Bauru
3541604,Promissão,de 20 a 24 anos,3019,Bauru
3541653,Quadra,de 15 a 19 anos,262,Itapetininga
3541653,Quadra,de 20 a 24 anos,299,Itapetininga
3541703,Quatá,de 15 a 19 anos,931,Assis
3541703,Quatá,de 20 a 24 anos,1065,Assis
3541802,Queiroz,de 15 a 19 anos,267,Marília
3541802,Queiroz,de 20 a 24 anos,314,Marília
3541901,Queluz,de 15 a 19 anos,936,Vale do Paraíba Paulista
3541901,Queluz,de 20 a 24 anos,988,Vale do Paraíba Paulista
3542008,Quitana,de 15 a 19 anos,398,Marília
3542008,Quitana,de 20 a 24 anos,490,Marília
3542107,Rafard,de 15 a 19 anos,597,Piracicaba
3542107,Rafard,de 20 a 24 anos,636,Piracicaba
3542206,Rancharia,de 15 a 19 anos,1905,Presidente Prudente
3542206,Rancharia,de 20 a 24 anos,2112,Presidente Prudente
3542305,Redenção da Serra,de 15 a 19 anos,264,Vale do Paraíba Paulista
3542305,Redenção da Serra,de 20 a 24 anos,320,Vale do Paraíba Paulista
3542404,Regente Feijó,de 15 a 19 anos,1182,Presidente Prudente
3542404,Regente Feijó,de 20 a 24 anos,1430,Presidente Prudente
3542503,Reginópolis,de 15 a 19 anos,630,Bauru
3542503,Reginópolis,de 20 a 24 anos,1462,Bauru
3542602,Registro,de 15 a 19 anos,3957,Litoral Sul Paulista
3542602,Registro,de 20 a 24 anos,4577,Litoral Sul Paulista
3542701,Restinga,de 15 a 19 anos,573,Ribeirão Preto
3542701,Restinga,de 20 a 24 anos,643,Ribeirão Preto
3542800,Ribeira,de 15 a 19 anos,255,Itapetininga
3542800,Ribeira,de 20 a 24 anos,291,Itapetininga
3542909,Ribeirão Bonito,de 15 a 19 anos,908,Araraquara
3542909,Ribeirão Bonito,de 20 a 24 anos,976,Araraquara
3543006,Ribeirão Branco,de 15 a 19 anos,1513,Itapetininga
3543006,Ribeirão Branco,de 20 a 24 anos,1804,Itapetininga
3543105,Ribeirão Corrente,de 15 a 19 anos,339,Ribeirão Preto
3543105,Ribeirão Corrente,de 20 a 24 anos,403,Ribeirão Preto
3543204,Ribeirão do Sul,de 15 a 19 anos,260,Assis
3543204,Ribeirão do Sul,de 20 a 24 anos,343,Assis
3543238,Ribeirão dos Índios,de 15 a 19 anos,123,Presidente Prudente
3543238,Ribeirão dos Índios,de 20 a 24 anos,165,Presidente Prudente
3543253,Ribeirão Grande,de 15 a 19 anos,526,Itapetininga
3543253,Ribeirão Grande,de 20 a 24 anos,629,Itapetininga
3543303,Ribeirão Pires,de 15 a 19 anos,7317,Metropolitana de São Paulo
3543303,Ribeirão Pires,de 20 a 24 anos,8571,Metropolitana de São Paulo
3543402,Ribeirão Preto,de 15 a 19 anos,40713,Ribeirão Preto
3543402,Ribeirão Preto,de 20 a 24 anos,48274,Ribeirão Preto
3543501,Riversul,de 15 a 19 anos,399,Itapetininga
3543501,Riversul,de 20 a 24 anos,465,Itapetininga
3543600,Rifaina,de 15 a 19 anos,235,Ribeirão Preto
3543600,Rifaina,de 20 a 24 anos,259,Ribeirão Preto
3543709,Rincão,de 15 a 19 anos,744,Araraquara
3543709,Rincão,de 20 a 24 anos,839,Araraquara
3543808,Rinópolis,de 15 a 19 anos,597,Presidente Prudente
3543808,Rinópolis,de 20 a 24 anos,627,Presidente Prudente
3543907,Rio Claro,de 15 a 19 anos,11923,Piracicaba
3543907,Rio Claro,de 20 a 24 anos,14361,Piracicaba
3544004,Rio das Pedras,de 15 a 19 anos,2380,Piracicaba
3544004,Rio das Pedras,de 20 a 24 anos,2737,Piracicaba
3544103,Rio Grande da Serra,de 15 a 19 anos,3659,Metropolitana de São Paulo
3544103,Rio Grande da Serra,de 20 a 24 anos,4286,Metropolitana de São Paulo
3544202,Riolândia,de 15 a 19 anos,738,São José do Rio Preto
3544202,Riolândia,de 20 a 24 anos,972,São José do Rio Preto
3544251,Rosana,de 15 a 19 anos,1249,Presidente Prudente
3544251,Rosana,de 20 a 24 anos,1581,Presidente Prudente
3544301,Roseira,de 15 a 19 anos,722,Vale do Paraíba Paulista
3544301,Roseira,de 20 a 24 anos,815,Vale do Paraíba Paulista
3544400,Rubiácea,de 15 a 19 anos,218,Araçatuba
3544400,Rubiácea,de 20 a 24 anos,246,Araçatuba
3544509,Rubinéia,de 15 a 19 anos,170,São José do Rio Preto
3544509,Rubinéia,de 20 a 24 anos,223,São José do Rio Preto
3544608,Sabino,de 15 a 19 anos,327,Bauru
3544608,Sabino,de 20 a 24 anos,381,Bauru
3544707,Sagres,de 15 a 19 anos,154,Presidente Prudente
3544707,Sagres,de 20 a 24 anos,194,Presidente Prudente
3544806,Sales,de 15 a 19 anos,402,São José do Rio Preto
3544806,Sales,de 20 a 24 anos,439,São José do Rio Preto
3544905,Sales Oliveira,de 15 a 19 anos,696,Ribeirão Preto
3544905,Sales Oliveira,de 20 a 24 anos,845,Ribeirão Preto
3545001,Salesópolis,de 15 a 19 anos,1210,Metropolitana de São Paulo
3545001,Salesópolis,de 20 a 24 anos,1392,Metropolitana de São Paulo
3545100,Salmourão,de 15 a 19 anos,342,Presidente Prudente
3545100,Salmourão,de 20 a 24 anos,401,Presidente Prudente
3545159,Saltinho,de 15 a 19 anos,455,Piracicaba
3545159,Saltinho,de 20 a 24 anos,556,Piracicaba
3545209,Salto,de 15 a 19 anos,7262,Macro Metropolitana Paulista
3545209,Salto,de 20 a 24 anos,8725,Macro Metropolitana Paulista
3545308,Salto de Pirapora,de 15 a 19 anos,2962,Macro Metropolitana Paulista
3545308,Salto de Pirapora,de 20 a 24 anos,3649,Macro Metropolitana Paulista
3545407,Salto Grande,de 15 a 19 anos,637,Assis
3545407,Salto Grande,de 20 a 24 anos,724,Assis
3545506,Sandovalina,de 15 a 19 anos,302,Presidente Prudente
3545506,Sandovalina,de 20 a 24 anos,373,Presidente Prudente
3545605,Santa Adélia,de 15 a 19 anos,952,São José do Rio Preto
3545605,Santa Adélia,de 20 a 24 anos,1083,São José do Rio Preto
3545704,Santa Albertina,de 15 a 19 anos,312,São José do Rio Preto
3545704,Santa Albertina,de 20 a 24 anos,365,São José do Rio Preto
3545803,Santa Bárbara d'Oeste,de 15 a 19 anos,11047,Campinas
3545803,Santa Bárbara d'Oeste,de 20 a 24 anos,12661,Campinas
3546009,Santa Branca,de 15 a 19 anos,943,Vale do Paraíba Paulista
3546009,Santa Branca,de 20 a 24 anos,1097,Vale do Paraíba Paulista
3546108,Santa Clara d'Oeste,de 15 a 19 anos,116,São José do Rio Preto
3546108,Santa Clara d'Oeste,de 20 a 24 anos,143,São José do Rio Preto
3546207,Santa Cruz da Conceição,de 15 a 19 anos,264,Piracicaba
3546207,Santa Cruz da Conceição,de 20 a 24 anos,341,Piracicaba
3546256,Santa Cruz da Esperança,de 15 a 19 anos,142,Ribeirão Preto
3546256,Santa Cruz da Esperança,de 20 a 24 anos,181,Ribeirão Preto
3546306,Santa Cruz das Palmeiras,de 15 a 19 anos,2265,Campinas
3546306,Santa Cruz das Palmeiras,de 20 a 24 anos,2571,Campinas
3546405,Santa Cruz do Rio Pardo,de 15 a 19 anos,2994,Assis
3546405,Santa Cruz do Rio Pardo,de 20 a 24 anos,3400,Assis
3546504,Santa Ernestina,de 15 a 19 anos,369,Ribeirão Preto
3546504,Santa Ernestina,de 20 a 24 anos,410,Ribeirão Preto
3546603,Santa Fé do Sul,de 15 a 19 anos,1665,São José do Rio Preto
3546603,Santa Fé do Sul,de 20 a 24 anos,2112,São José do Rio Preto
3546702,Santa Gertrudes,de 15 a 19 anos,1825,Piracicaba
3546702,Santa Gertrudes,de 20 a 24 anos,2158,Piracicaba
3546801,Santa Isabel,de 15 a 19 anos,3775,Metropolitana de São Paulo
3546801,Santa Isabel,de 20 a 24 anos,4386,Metropolitana de São Paulo
3546900,Santa Lucia,de 15 a 19 anos,544,Araraquara
3546900,Santa Lucia,de 20 a 24 anos,685,Araraquara
3547007,Santa Maria da Serra,de 15 a 19 anos,437,Piracicaba
3547007,Santa Maria da Serra,de 20 a 24 anos,473,Piracicaba
3547106,Santa Mercedes,de 15 a 19 anos,210,Presidente Prudente
3547106,Santa Mercedes,de 20 a 24 anos,232,Presidente Prudente
3547205,Santana da Ponte Pensa,de 15 a 19 anos,71,São José do Rio Preto
3547205,Santana da Ponte Pensa,de 20 a 24 anos,84,São José do Rio Preto
3547304,Santana de Parnaíba,de 15 a 19 anos,9952,Metropolitana de São Paulo
3547304,Santana de Parnaíba,de 20 a 24 anos,12185,Metropolitana de São Paulo
3547403,Santa Rita d'Oeste,de 15 a 19 anos,122,São José do Rio Preto
3547403,Santa Rita d'Oeste,de 20 a 24 anos,140,São José do Rio Preto
3547502,Santa Rita do Passa Quatro,de 15 a 19 anos,1421,Ribeirão Preto
3547502,Santa Rita do Passa Quatro,de 20 a 24 anos,1678,Ribeirão Preto
3547601,Santa Rosa do Viterbo,de 15 a 19 anos,1530,Ribeirão Preto
3547601,Santa Rosa do Viterbo,de 20 a 24 anos,1943,Ribeirão Preto
3547650,Santa Salete,de 15 a 19 anos,70,São José do Rio Preto
3547650,Santa Salete,de 20 a 24 anos,94,São José do Rio Preto
3547700,Santo Anastácio,de 15 a 19 anos,1184,Presidente Prudente
3547700,Santo Anastácio,de 20 a 24 anos,1435,Presidente Prudente
3547809,Santo André,de 15 a 19 anos,40296,Metropolitana de São Paulo
3547809,Santo André,de 20 a 24 anos,47972,Metropolitana de São Paulo
3547908,Santo Antonio da Alegria,de 15 a 19 anos,410,Ribeirão Preto
3547908,Santo Antonio da Alegria,de 20 a 24 anos,504,Ribeirão Preto
3548005,Santo Antonio da Posse,de 15 a 19 anos,1577,Campinas
3548005,Santo Antonio da Posse,de 20 a 24 anos,1884,Campinas
3548054,Santo Antonio do Aracanguá,de 15 a 19 anos,509,Araçatuba
3548054,Santo Antonio do Aracanguá,de 20 a 24 anos,628,Araçatuba
3548104,Santo Antonio do Jardim,de 15 a 19 anos,376,Campinas
3548104,Santo Antonio do Jardim,de 20 a 24 anos,418,Campinas
3548203,Santo Antonio do Pinhal,de 15 a 19 anos,469,Vale do Paraíba Paulista
3548203,Santo Antonio do Pinhal,de 20 a 24 anos,572,Vale do Paraíba Paulista
3548302,Santo Expedito,de 15 a 19 anos,184,Presidente Prudente
3548302,Santo Expedito,de 20 a 24 anos,215,Presidente Prudente
3548401,Santópolis do Aguapeí,de 15 a 19 anos,307,Araçatuba
3548401,Santópolis do Aguapeí,de 20 a 24 anos,348,Araçatuba
3548500,Santos,de 15 a 19 anos,22899,Metropolitana de São Paulo
3548500,Santos,de 20 a 24 anos,27690,Metropolitana de São Paulo
3548609,São Bento do Sapucaí,de 15 a 19 anos,676,Vale do Paraíba Paulista
3548609,São Bento do Sapucaí,de 20 a 24 anos,820,Vale do Paraíba Paulista
3548708,São Bernardo do Campo,de 15 a 19 anos,50053,Metropolitana de São Paulo
3548708,São Bernardo do Campo,de 20 a 24 anos,60066,Metropolitana de São Paulo
3548807,São Caetano do Sul,de 15 a 19 anos,7317,Metropolitana de São Paulo
3548807,São Caetano do Sul,de 20 a 24 anos,8594,Metropolitana de São Paulo
3548906,São Carlos,de 15 a 19 anos,14353,Araraquara
3548906,São Carlos,de 20 a 24 anos,16987,Araraquara
3549003,São Francisco,de 15 a 19 anos,168,São José do Rio Preto
3549003,São Francisco,de 20 a 24 anos,191,São José do Rio Preto
3549102,São João da Boa Vista,de 15 a 19 anos,5112,Campinas
3549102,São João da Boa Vista,de 20 a 24 anos,6047,Campinas
3549201,São João das Duas Pontes,de 15 a 19 anos,138,São José do Rio Preto
3549201,São João das Duas Pontes,de 20 a 24 anos,201,São José do Rio Preto
3549250,São João de Iracema,de 15 a 19 anos,103,São José do Rio Preto
3549250,São João de Iracema,de 20 a 24 anos,124,São José do Rio Preto
3549300,São João do Pau d'Alho,de 15 a 19 anos,98,Presidente Prudente
3549300,São João do Pau d'Alho,de 20 a 24 anos,143,Presidente Prudente
3549409,São Joaquim da Barra,de 15 a 19 anos,3201,Ribeirão Preto
3549409,São Joaquim da Barra,de 20 a 24 anos,3581,Ribeirão Preto
3549508,São José da Bela Vista,de 15 a 19 anos,696,Ribeirão Preto
3549508,São José da Bela Vista,de 20 a 24 anos,745,Ribeirão Preto
3549607,São José do Barreiro,de 15 a 19 anos,320,Vale do Paraíba Paulista
3549607,São José do Barreiro,de 20 a 24 anos,357,Vale do Paraíba Paulista
3549706,São José do Rio Pardo,de 15 a 19 anos,3098,Campinas
3549706,São José do Rio Pardo,de 20 a 24 anos,3569,Campinas
3549805,São José do Rio Preto,de 15 a 19 anos,24840,São José do Rio Preto
3549805,São José do Rio Preto,de 20 a 24 anos,29824,São José do Rio Preto
3549904,São José dos Campos,de 15 a 19 anos,44870,Vale do Paraíba Paulista
3549904,São José dos Campos,de 20 a 24 anos,52755,Vale do Paraíba Paulista
3549953,São Lourenço da Serra,de 15 a 19 anos,1073,Metropolitana de São Paulo
3549953,São Lourenço da Serra,de 20 a 24 anos,1378,Metropolitana de São Paulo
3550001,São Luís do Paraitinga,de 15 a 19 anos,634,Vale do Paraíba Paulista
3550001,São Luís do Paraitinga,de 20 a 24 anos,797,Vale do Paraíba Paulista
3550100,São Manuel,de 15 a 19 anos,2575,Bauru
3550100,São Manuel,de 20 a 24 anos,3043,Bauru
3550209,São Miguel Arcanjo,de 15 a 19 anos,2336,Macro Metropolitana Paulista
3550209,São Miguel Arcanjo,de 20 a 24 anos,2695,Macro Metropolitana Paulista
3550308,São Paulo,de 15 a 19 anos,738445,Metropolitana de São Paulo
3550308,São Paulo,de 20 a 24 anos,874734,Metropolitana de São Paulo
3550407,São Pedro,de 15 a 19 anos,2189,Piracicaba
3550407,São Pedro,de 20 a 24 anos,2707,Piracicaba
3550506,São Pedro do Turvo,de 15 a 19 anos,525,Assis
3550506,São Pedro do Turvo,de 20 a 24 anos,614,Assis
3550605,São Roque,de 15 a 19 anos,5501,Macro Metropolitana Paulista
3550605,São Roque,de 20 a 24 anos,6817,Macro Metropolitana Paulista
3550704,São Sebastião,de 15 a 19 anos,6172,Vale do Paraíba Paulista
3550704,São Sebastião,de 20 a 24 anos,7151,Vale do Paraíba Paulista
3550803,São Sebastião da Grama,de 15 a 19 anos,782,Campinas
3550803,São Sebastião da Grama,de 20 a 24 anos,907,Campinas
3550902,São Simão,de 15 a 19 anos,1008,Ribeirão Preto
3550902,São Simão,de 20 a 24 anos,1130,Ribeirão Preto
3551009,São Vicente,de 15 a 19 anos,24183,Metropolitana de São Paulo
3551009,São Vicente,de 20 a 24 anos,27857,Metropolitana de São Paulo
3551108,Sarapuí,de 15 a 19 anos,776,Macro Metropolitana Paulista
3551108,Sarapuí,de 20 a 24 anos,932,Macro Metropolitana Paulista
3551207,Sarutaiá,de 15 a 19 anos,275,Assis
3551207,Sarutaiá,de 20 a 24 anos,292,Assis
3551306,Sebastianópolis do Sul,de 15 a 19 anos,167,São José do Rio Preto
3551306,Sebastianópolis do Sul,de 20 a 24 anos,210,São José do Rio Preto
